timestamp,open,high,low,close,volume
2020-01-01T00:00:00+00:00,1.10000,1.10062,1.09752,1.09812,3937
2020-01-02T00:00:00+00:00,1.09812,1.10096,1.09734,1.10024,3630
2020-01-03T00:00:00+00:00,1.10024,1.10329,1.09927,1.10172,4732
2020-01-04T00:00:00+00:00,1.10172,1.10270,1.10040,1.10151,3006
2020-01-05T00:00:00+00:00,1.10151,1.10199,1.09970,1.10071,5562
2020-01-06T00:00:00+00:00,1.10071,1.10233,1.09942,1.10017,2233
2020-01-07T00:00:00+00:00,1.10017,1.10117,1.09778,1.09799,4885
2020-01-08T00:00:00+00:00,1.09799,1.09939,1.09660,1.09865,3857
2020-01-09T00:00:00+00:00,1.09865,1.09917,1.09517,1.09675,3259
2020-01-10T00:00:00+00:00,1.09675,1.09892,1.09608,1.09757,4350
2020-01-11T00:00:00+00:00,1.09757,1.10002,1.09664,1.09977,3707
2020-01-12T00:00:00+00:00,1.09977,1.10090,1.09870,1.09981,5412
2020-01-13T00:00:00+00:00,1.09981,1.10084,1.09762,1.09828,3966
2020-01-14T00:00:00+00:00,1.09828,1.09999,1.09772,1.09920,2160
2020-01-15T00:00:00+00:00,1.09920,1.10073,1.09732,1.09759,5609
2020-01-16T00:00:00+00:00,1.09759,1.09798,1.09553,1.09669,3184
2020-01-17T00:00:00+00:00,1.09669,1.09686,1.09335,1.09487,5039
2020-01-18T00:00:00+00:00,1.09487,1.09537,1.09365,1.09440,2480
2020-01-19T00:00:00+00:00,1.09440,1.09705,1.09422,1.09590,1361
2020-01-20T00:00:00+00:00,1.09590,1.09861,1.09462,1.09746,3261
2020-01-21T00:00:00+00:00,1.09746,1.10060,1.09684,1.09941,1129
2020-01-22T00:00:00+00:00,1.09941,1.10170,1.09932,1.10034,3640
2020-01-23T00:00:00+00:00,1.10034,1.10062,1.09974,1.10059,4965
2020-01-24T00:00:00+00:00,1.10059,1.10140,1.09954,1.10066,4185
2020-01-25T00:00:00+00:00,1.10066,1.10225,1.09899,1.09950,1057
2020-01-26T00:00:00+00:00,1.09950,1.09999,1.09892,1.09973,2359
2020-01-27T00:00:00+00:00,1.09973,1.10110,1.09880,1.10012,5530
2020-01-28T00:00:00+00:00,1.10012,1.10226,1.09854,1.10203,3823
2020-01-29T00:00:00+00:00,1.10203,1.10348,1.10050,1.10329,4690
2020-01-30T00:00:00+00:00,1.10329,1.10418,1.10259,1.10360,5621
2020-01-31T00:00:00+00:00,1.10360,1.10690,1.10210,1.10576,4148
2020-02-01T00:00:00+00:00,1.10576,1.10803,1.10549,1.10793,1241
2020-02-02T00:00:00+00:00,1.10793,1.10958,1.10649,1.10838,4814
2020-02-03T00:00:00+00:00,1.10838,1.10965,1.10648,1.10653,2547
2020-02-04T00:00:00+00:00,1.10653,1.10727,1.10460,1.10625,5768
2020-02-05T00:00:00+00:00,1.10625,1.10777,1.10573,1.10695,3585
2020-02-06T00:00:00+00:00,1.10695,1.10956,1.10667,1.10803,4009
2020-02-07T00:00:00+00:00,1.10803,1.11074,1.10719,1.10996,1272
2020-02-08T00:00:00+00:00,1.10996,1.11051,1.10702,1.10822,1071
2020-02-09T00:00:00+00:00,1.10822,1.11008,1.10822,1.10986,2949
2020-02-10T00:00:00+00:00,1.10986,1.11121,1.10852,1.10864,1526
2020-02-11T00:00:00+00:00,1.10864,1.10961,1.10701,1.10809,5819
2020-02-12T00:00:00+00:00,1.10809,1.10907,1.10780,1.10833,3348
2020-02-13T00:00:00+00:00,1.10833,1.10896,1.10760,1.10791,3255
2020-02-14T00:00:00+00:00,1.10791,1.11089,1.10635,1.10948,5162
2020-02-15T00:00:00+00:00,1.10948,1.11253,1.10853,1.11139,2978
2020-02-16T00:00:00+00:00,1.11139,1.11327,1.11063,1.11170,5368
2020-02-17T00:00:00+00:00,1.11170,1.11423,1.11152,1.11287,2124
2020-02-18T00:00:00+00:00,1.11287,1.11325,1.11102,1.11121,3133
2020-02-19T00:00:00+00:00,1.11121,1.11149,1.10929,1.11026,4173
2020-02-20T00:00:00+00:00,1.11026,1.11089,1.10735,1.10837,1262
2020-02-21T00:00:00+00:00,1.10837,1.10920,1.10606,1.10628,2757
2020-02-22T00:00:00+00:00,1.10628,1.10665,1.10323,1.10455,5948
2020-02-23T00:00:00+00:00,1.10455,1.10557,1.10286,1.10301,2345
2020-02-24T00:00:00+00:00,1.10301,1.10533,1.10224,1.10516,3390
2020-02-25T00:00:00+00:00,1.10516,1.10692,1.10408,1.10630,5802
2020-02-26T00:00:00+00:00,1.10630,1.10729,1.10387,1.10539,3289
2020-02-27T00:00:00+00:00,1.10539,1.10567,1.10308,1.10380,3822
2020-02-28T00:00:00+00:00,1.10380,1.10483,1.10118,1.10203,4221
2020-02-29T00:00:00+00:00,1.10203,1.10464,1.10050,1.10355,1236
2020-03-01T00:00:00+00:00,1.10355,1.10512,1.10348,1.10350,5881
2020-03-02T00:00:00+00:00,1.10350,1.10573,1.10220,1.10417,5197
2020-03-03T00:00:00+00:00,1.10417,1.10782,1.10281,1.10617,3206
2020-03-04T00:00:00+00:00,1.10617,1.10643,1.10572,1.10574,5237
2020-03-05T00:00:00+00:00,1.10574,1.10673,1.10556,1.10654,2369
2020-03-06T00:00:00+00:00,1.10654,1.10814,1.10651,1.10758,5200
2020-03-07T00:00:00+00:00,1.10758,1.10876,1.10619,1.10848,3654
2020-03-08T00:00:00+00:00,1.10848,1.11032,1.10753,1.10910,2056
2020-03-09T00:00:00+00:00,1.10910,1.11186,1.10814,1.11099,1195
2020-03-10T00:00:00+00:00,1.11099,1.11384,1.11002,1.11306,1577
2020-03-11T00:00:00+00:00,1.11306,1.11370,1.11038,1.11092,4605
2020-03-12T00:00:00+00:00,1.11092,1.11291,1.10958,1.11191,5900
2020-03-13T00:00:00+00:00,1.11191,1.11286,1.11056,1.11063,2468
2020-03-14T00:00:00+00:00,1.11063,1.11147,1.10924,1.10986,2960
2020-03-15T00:00:00+00:00,1.10986,1.11270,1.10951,1.11177,2709
2020-03-16T00:00:00+00:00,1.11177,1.11373,1.11130,1.11252,2798
2020-03-17T00:00:00+00:00,1.11252,1.11256,1.11143,1.11177,4844
2020-03-18T00:00:00+00:00,1.11177,1.11190,1.10890,1.10994,5746
2020-03-19T00:00:00+00:00,1.10994,1.11196,1.10913,1.11089,4096
2020-03-20T00:00:00+00:00,1.11089,1.11127,1.10818,1.10959,2483
2020-03-21T00:00:00+00:00,1.10959,1.11141,1.10829,1.11081,2397
2020-03-22T00:00:00+00:00,1.11081,1.11253,1.10955,1.11151,5971
2020-03-23T00:00:00+00:00,1.11151,1.11440,1.11145,1.11276,1254
2020-03-24T00:00:00+00:00,1.11276,1.11466,1.11196,1.11347,5262
2020-03-25T00:00:00+00:00,1.11347,1.11410,1.11293,1.11383,1498
2020-03-26T00:00:00+00:00,1.11383,1.11508,1.11333,1.11378,1184
2020-03-27T00:00:00+00:00,1.11378,1.11512,1.11285,1.11391,4904
2020-03-28T00:00:00+00:00,1.11391,1.11644,1.11361,1.11530,3895
2020-03-29T00:00:00+00:00,1.11530,1.11609,1.11392,1.11412,2687
2020-03-30T00:00:00+00:00,1.11412,1.11715,1.11308,1.11601,2323
2020-03-31T00:00:00+00:00,1.11601,1.11632,1.11419,1.11484,5874
2020-04-01T00:00:00+00:00,1.11484,1.11765,1.11346,1.11619,5468
2020-04-02T00:00:00+00:00,1.11619,1.11662,1.11606,1.11629,2549
2020-04-03T00:00:00+00:00,1.11629,1.11721,1.11432,1.11449,5590
2020-04-04T00:00:00+00:00,1.11449,1.11673,1.11372,1.11641,1975
2020-04-05T00:00:00+00:00,1.11641,1.11964,1.11630,1.11850,3267
2020-04-06T00:00:00+00:00,1.11850,1.11929,1.11721,1.11816,5589
2020-04-07T00:00:00+00:00,1.11816,1.12085,1.11701,1.11947,4325
2020-04-08T00:00:00+00:00,1.11947,1.12033,1.11819,1.11835,4874
2020-04-09T00:00:00+00:00,1.11835,1.12029,1.11803,1.11950,3654
2020-04-10T00:00:00+00:00,1.11950,1.12162,1.11894,1.12160,1105
2020-04-11T00:00:00+00:00,1.12160,1.12270,1.11926,1.12081,5883
2020-04-12T00:00:00+00:00,1.12081,1.12112,1.11860,1.12012,1972
2020-04-13T00:00:00+00:00,1.12012,1.12048,1.11845,1.12044,2944
2020-04-14T00:00:00+00:00,1.12044,1.12133,1.11821,1.11879,5069
2020-04-15T00:00:00+00:00,1.11879,1.11924,1.11698,1.11838,3505
2020-04-16T00:00:00+00:00,1.11838,1.12095,1.11725,1.11941,3276
2020-04-17T00:00:00+00:00,1.11941,1.12158,1.11831,1.12013,4276
2020-04-18T00:00:00+00:00,1.12013,1.12115,1.11898,1.12103,1995
2020-04-19T00:00:00+00:00,1.12103,1.12157,1.11770,1.11896,3198
2020-04-20T00:00:00+00:00,1.11896,1.11971,1.11710,1.11751,3277
2020-04-21T00:00:00+00:00,1.11751,1.12076,1.11642,1.11968,4493
2020-04-22T00:00:00+00:00,1.11968,1.12038,1.11737,1.11805,1817
2020-04-23T00:00:00+00:00,1.11805,1.11857,1.11713,1.11748,5607
2020-04-24T00:00:00+00:00,1.11748,1.11934,1.11684,1.11778,2823
2020-04-25T00:00:00+00:00,1.11778,1.11865,1.11510,1.11601,1011
2020-04-26T00:00:00+00:00,1.11601,1.11676,1.11517,1.11589,1765
2020-04-27T00:00:00+00:00,1.11589,1.11777,1.11451,1.11626,2890
2020-04-28T00:00:00+00:00,1.11626,1.11809,1.11523,1.11756,5993
2020-04-29T00:00:00+00:00,1.11756,1.11846,1.11392,1.11552,3699
2020-04-30T00:00:00+00:00,1.11552,1.11635,1.11337,1.11404,3237
2020-05-01T00:00:00+00:00,1.11404,1.11581,1.11378,1.11521,5596
2020-05-02T00:00:00+00:00,1.11521,1.11686,1.11492,1.11570,1975
2020-05-03T00:00:00+00:00,1.11570,1.11734,1.11357,1.11420,1752
2020-05-04T00:00:00+00:00,1.11420,1.11550,1.11100,1.11199,3680
2020-05-05T00:00:00+00:00,1.11199,1.11460,1.11099,1.11319,4535
2020-05-06T00:00:00+00:00,1.11319,1.11450,1.11180,1.11332,1939
2020-05-07T00:00:00+00:00,1.11332,1.11463,1.11122,1.11131,5566
2020-05-08T00:00:00+00:00,1.11131,1.11443,1.11009,1.11324,3455
2020-05-09T00:00:00+00:00,1.11324,1.11474,1.11116,1.11157,2656
2020-05-10T00:00:00+00:00,1.11157,1.11391,1.11030,1.11238,5912
2020-05-11T00:00:00+00:00,1.11238,1.11385,1.11032,1.11180,3613
2020-05-12T00:00:00+00:00,1.11180,1.11449,1.11028,1.11395,2724
2020-05-13T00:00:00+00:00,1.11395,1.11679,1.11269,1.11562,1924
2020-05-14T00:00:00+00:00,1.11562,1.11676,1.11488,1.11650,4654
2020-05-15T00:00:00+00:00,1.11650,1.11871,1.11600,1.11772,4316
2020-05-16T00:00:00+00:00,1.11772,1.11874,1.11515,1.11595,3314
2020-05-17T00:00:00+00:00,1.11595,1.11684,1.11541,1.11583,5189
2020-05-18T00:00:00+00:00,1.11583,1.11772,1.11494,1.11616,1533
2020-05-19T00:00:00+00:00,1.11616,1.11884,1.11606,1.11721,2925
2020-05-20T00:00:00+00:00,1.11721,1.11875,1.11385,1.11528,5601
2020-05-21T00:00:00+00:00,1.11528,1.11609,1.11498,1.11594,3068
2020-05-22T00:00:00+00:00,1.11594,1.11754,1.11474,1.11624,4396
2020-05-23T00:00:00+00:00,1.11624,1.11664,1.11562,1.11604,3390
2020-05-24T00:00:00+00:00,1.11604,1.11660,1.11447,1.11527,5377
2020-05-25T00:00:00+00:00,1.11527,1.11682,1.11400,1.11431,5816
2020-05-26T00:00:00+00:00,1.11431,1.11540,1.11127,1.11229,2453
2020-05-27T00:00:00+00:00,1.11229,1.11345,1.11218,1.11330,5238
2020-05-28T00:00:00+00:00,1.11330,1.11506,1.11230,1.11504,5731
2020-05-29T00:00:00+00:00,1.11504,1.11630,1.11251,1.11416,5199
2020-05-30T00:00:00+00:00,1.11416,1.11463,1.11259,1.11365,3141
2020-05-31T00:00:00+00:00,1.11365,1.11519,1.11245,1.11502,5448
2020-06-01T00:00:00+00:00,1.11502,1.11604,1.11329,1.11371,3924
2020-06-02T00:00:00+00:00,1.11371,1.11524,1.11327,1.11379,1376
2020-06-03T00:00:00+00:00,1.11379,1.11621,1.11236,1.11525,4008
2020-06-04T00:00:00+00:00,1.11525,1.11548,1.11380,1.11433,5323
2020-06-05T00:00:00+00:00,1.11433,1.11537,1.11219,1.11227,3257
2020-06-06T00:00:00+00:00,1.11227,1.11325,1.11141,1.11240,4765
2020-06-07T00:00:00+00:00,1.11240,1.11400,1.11029,1.11180,4584
2020-06-08T00:00:00+00:00,1.11180,1.11289,1.10840,1.10959,2369
2020-06-09T00:00:00+00:00,1.10959,1.11086,1.10869,1.10883,4954
2020-06-10T00:00:00+00:00,1.10883,1.10959,1.10726,1.10921,2927
2020-06-11T00:00:00+00:00,1.10921,1.11105,1.10786,1.10972,3254
2020-06-12T00:00:00+00:00,1.10972,1.11148,1.10902,1.11124,2167
2020-06-13T00:00:00+00:00,1.11124,1.11186,1.10804,1.10938,5035
2020-06-14T00:00:00+00:00,1.10938,1.10983,1.10876,1.10928,2434
2020-06-15T00:00:00+00:00,1.10928,1.11131,1.10772,1.11010,4138
2020-06-16T00:00:00+00:00,1.11010,1.11171,1.10935,1.11094,5250
2020-06-17T00:00:00+00:00,1.11094,1.11216,1.10825,1.10978,1188
